model_identifier,1nn_accuracy,ft_accuracy
Vemi/orchid219_ft_vit-large-patch16-224-in21k-finetuned-eurosat,0.6699999999999999,0.0749999955296516
nielsr/vit-finetuned-eurosat-kornia,0.665,0.8924999833106995
godiec/diam,0.6599999999999999,0.9049999713897704
Ahmed9275/ALL-3,0.655,
WinKawaks/vit-tiny-patch16-224,0.645,
nateraw/vit-base-cats-vs-dogs,0.64,
thapasushil/vit-base-cifar10,0.635,0.8824999928474426
AykeeSalazar/vc-bantai-vit-withoutAMBI,0.63,
mrm8488/data2vec-base-finetuned-imagenet1k,0.605,
Ahmed9275/ALL-test,0.605,
whatAboutThis/swin-tiny-patch4-window7-224-finetuned-eurosat,0.6,
jaygala24/finetuned-vit-base-patch16-224-upside-down-detector,0.595,0.8549999594688416
nickmuchi/swin-tiny-patch4-window7-224-finetuned-eurosat,0.5900000000000001,
GRANTHE2761/swin-tiny-patch4-window7-224-finetuned-eurosat,0.5900000000000001,0.4575000014156103
nateraw/planes-trains-automobiles,0.5900000000000001,0.8700000047683716
jemole/swin-tiny-patch4-window7-224-finetuned-eurosat,0.585,
nielsr/swin-tiny-patch4-window7-224-finetuned-cifar10,0.5800000000000001,
nateraw/vit-age-classifier,0.575,
Jazzweller/swin-tiny-patch4-window7-224-finetuned-eurosat,0.5700000000000001,
mehnaazasad/swin-tiny-patch4-window7-224-finetuned-eurosat,0.5700000000000001,
microsoft/swin-tiny-patch4-window7-224,0.5700000000000001,
AykeeSalazar/violation-classification-bantai-vit-v80ep,0.565,
guhuawuli/swin-tiny-patch4-window7-224-finetuned-eurosat,0.565,
aricibo/swin-tiny-patch4-window7-224-finetuned-eurosat,0.565,
KL/swin-tiny-patch4-window7-224-finetuned-eurosat,0.56,
nateraw/vit-base-beans-demo,0.5549999999999999,0.8650000095367432
Annabelleabbott/swin-tiny-patch4-window7-224-finetuned-eurosat,0.55,0.034999999217689
schoenml/swin-tiny-patch4-window7-224-finetuned-eurosat,0.5449999999999999,
zzzzzzttt/swin-tiny-patch4-window7-224-finetuned-eurosat,0.53,
nielsr/swin-tiny-patch4-window7-224-finetuned-eurosat,0.52,
ismgar01/vit-base-cats-vs-dogs,0.49,
Zayn/VIT_Basic,0.49,
AkshatSurolia/DeiT-FaceMask-Finetuned,0.44999999999999996,0.8824999928474426
johnnydevriese/vit-airplanes,0.44499999999999995,0.8849999904632568
AykeeSalazar/violation-classification-bantai_vit,0.43999999999999995,0.8949999809265137
Matthijs/snacks-classifier,0.43999999999999995,0.0099999997764825
mbyanfei/swin-tiny-patch4-window7-224-finetuned-eurosat,0.43000000000000005,
akahana/vit-base-cats-vs-dogs,0.43000000000000005,0.4699999988079071
eslamxm/vit-base-food101,0.41000000000000003,0.8349999785423279
microsoft/beit-large-patch16-224,0.37,0.029999999329447698
ibombonato/swin-age-classifier,0.37,
AykeeSalazar/violation-classification-bantai-vit-withES,0.35,0.804999977350235
facebook/data2vec-vision-large,0.33999999999999997,
Ahmed9275/Vit-Cifar100,0.31499999999999995,0.7224999666213989
jadohu/BEiT-finetuned,0.31000000000000005,
plantdoctor/swin-tiny-patch4-window7-224-plant-doctor,0.275,
nielsr/beit-base-patch16-224,0.275,
microsoft/beit-base-patch16-224,0.27,
facebook/data2vec-vision-base,0.265,
microsoft/beit-large-patch16-224-pt22k-ft22k,0.25,0.04749999847263095
nielsr/beit-large-patch16-224-pt22k-ft22k,0.25,0.03749999776482575
microsoft/beit-base-patch16-224-pt22k-ft22k,0.21499999999999997,
nickmuchi/vit-base-xray-pneumonia,0.18000000000000005,
microsoft/beit-base-patch16-384,0.15500000000000003,0.0249999985098838
daveni/upside_down_classifier,0.15000000000000002,0.06499999761581415
AkshatSurolia/ViT-FaceMask-Finetuned,0.135,
davanstrien/vit_flyswot_test,0.08999999999999997,0.0099999997764825
microsoft/beit-base-patch16-224-pt22k,0.08499999999999996,
microsoft/dit-large-finetuned-rvlcdip,0.07999999999999996,0.022499999031424453
dimbyTa/rock-challenge-DeiT-solo,0.07499999999999996,
microsoft/dit-base-finetuned-rvlcdip,0.06999999999999995,
AkshatSurolia/BEiT-FaceMask-Finetuned,0.06499999999999995,
hf-internal-testing/tiny-random-vit,0.06499999999999995,
lysandre/tiny-vit-random,0.06000000000000005,
nateraw/test_model_a,0.06000000000000005,
microsoft/beit-large-patch16-224-pt22k,0.05500000000000005,0.029999998863786403
nates-test-org/convit_base,0.05500000000000005,0.0299999993294477
nates-test-org/convit_tiny,0.05500000000000005,0.0049999998882412
timm/vit_huge_patch14_224_in21k,0.05500000000000005,0.0149999996647238
nates-test-org/convit_small,0.05500000000000005,0.0049999998882412
dimbyTa/rock-challenge-DeiT-solo-2,0.030000000000000027,
