model_identifier,1nn_accuracy,ft_accuracy
smc/electric_pole_type_classification,0.6950000000000001,0.9350000023841858
jeffboudier/vision-transformers-spain-or-italy-fan,0.6950000000000001,0.9049999713897704
nateraw/rare-puppers,0.6950000000000001,0.9549999833106996
Ahmed9275/ALL,0.6950000000000001,0.9549999833106996
nateraw/ex-for-evan,0.6950000000000001,
nateraw/donut-or-bagel,0.6950000000000001,0.9199999570846558
vivekRahul/animal_classifier_huggingface,0.6950000000000001,0.9350000023841858
vincentclaes/mit-indoor-scenes,0.69,0.9199999570846558
nateraw/vit-base-food101,0.69,0.9350000023841858
smaranjitghose/big-cat-classifier,0.69,0.9249999523162842
eren23/pneumonia_test_attempt,0.69,0.9249999523162842
firebolt/llama_or_what2,0.69,
Symbermine/rare-puppers,0.69,0.9199999570846558
hafidber/fruits,0.69,
b25mayank3/shirt_identifier,0.69,0.9300000071525574
eliwill/rare-puppers,0.69,
velociraptor/hugging-doge,0.69,0.9350000023841858
jmarshall/rare-puppers,0.69,0.9399999976158142
facebook/data2vec-vision-large-ft1k,0.685,0.9300000071525574
nickmuchi/vit-base-xray-pneumonia,0.685,
hafidber/anomaly2,0.685,0.9350000023841858
AkshatSurolia/DeiT-FaceMask-Finetuned,0.685,
Hijazzi/rare-puppers,0.685,0.9399999976158142
HHousen/household-rooms,0.685,0.9199999570846558
hafidber/rare-puppers,0.685,0.9249999523162842
pierric/ny-cr-fr,0.6799999999999999,0.9249999523162842
Amrrs/south-indian-foods,0.6799999999999999,0.8999999761581421
ferdinand/rare-puppers,0.6799999999999999,
smc/electric_2,0.675,0.9149999618530272
osanseviero/llama-alpaca-guanaco-vicuna,0.675,0.9300000071525574
shivkumarganesh/vision-transformer-fmri-classification-ft,0.675,0.9099999666213988
firas-spanioli/beer-whisky-wine-detection,0.675,0.9350000023841858
mrm8488/data2vec-base-finetuned-imagenet1k,0.675,0.9350000023841858
Frodnar/bee-likes,0.675,
osanseviero/taco_or_what,0.675,0.949999988079071
meame2010/rare-puppers,0.675,
nickmuchi/vit-finetuned-chest-xray-pneumonia,0.6699999999999999,0.9199999570846558
smc/electric,0.6699999999999999,
lazyturtl/blocks,0.6699999999999999,0.8899999856948853
SriramSridhar78/sriram-car-classifier,0.6699999999999999,0.9099999666213988
jasmeen/dogs,0.665,0.9300000071525574
jaygala24/finetuned-vit-base-patch16-224-upside-down-detector,0.665,0.8899999856948853
nateraw/baked-goods,0.665,0.9199999570846558
Ahmed9275/Vit-Cifar100,0.665,
mrm8488/vit-base-patch16-224_finetuned-pneumothorax,0.665,0.9350000023841858
facebook/data2vec-vision-base-ft1k,0.6599999999999999,0.8799999952316284
akahana/asl-vit,0.6599999999999999,0.9099999666213988
eren23/pneumonia-bielefeld-dl-course,0.6599999999999999,
microsoft/swin-base-patch4-window7-224-in22k,0.655,0.9099999666213988
