model_identifier,1nn_accuracy,ft_accuracy
mrm8488/data2vec-base-finetuned-imagenet1k,0.26,0.2449999898672104
microsoft/beit-base-patch16-384,0.25,
Ahmed9275/ALL-test,0.245,0.7450000047683716
microsoft/beit-large-patch16-224-pt22k,0.17000000000000004,
davanstrien/vit_flyswot_test,0.14500000000000002,0.1199999973177909
microsoft/beit-base-patch16-224-pt22k,0.13,0.3899999856948852
AkshatSurolia/BEiT-FaceMask-Finetuned,0.13,0.2750000059604645
microsoft/dit-large-finetuned-rvlcdip,0.125,
dimbyTa/rock-challenge-DeiT-solo,0.125,0.1049999967217445
nates-test-org/convit_base,0.10499999999999998,
nates-test-org/convit_tiny,0.10499999999999998,
timm/vit_huge_patch14_224_in21k,0.10499999999999998,
nates-test-org/convit_small,0.10499999999999998,
microsoft/dit-base-finetuned-rvlcdip,0.08499999999999996,0.2549999952316284
hf-internal-testing/tiny-random-vit,0.06000000000000005,0.0
lysandre/tiny-vit-random,0.050000000000000044,0.0
nateraw/test_model_a,0.050000000000000044,0.0
dimbyTa/rock-challenge-DeiT-solo-2,0.03500000000000003,0.0149999996647238
